round counter: 0,min troops: 1,max workers: 16,min workers: 5,max soldiers: 10,min soldiers: 5,max archers: 10,min archers: 5,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 1,min troops: 1,max workers: 14,min workers: 5,max soldiers: 10,min soldiers: 5,max archers: 10,min archers: 5,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 0,min troops: 1,max workers: 14,min workers: 5,max soldiers: 10,min soldiers: 5,max archers: 10,min archers: 5,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 1,min troops: 1,max workers: 14,min workers: 5,max soldiers: 10,min soldiers: 5,max archers: 10,min archers: 5,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 0,min troops: 1,max workers: 14,min workers: 5,max soldiers: 10,min soldiers: 5,max archers: 10,min archers: 5,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 1,min troops: 1,max workers: 14,min workers: 5,max soldiers: 10,min soldiers: 5,max archers: 10,min archers: 5,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 0,min troops: 1,max workers: 14,min workers: 5,max soldiers: 10,min soldiers: 5,max archers: 10,min archers: 5,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 1,min troops: 1,max workers: 13,min workers: 5,max soldiers: 10,min soldiers: 5,max archers: 10,min archers: 5,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 0,min troops: 1,max workers: 13,min workers: 5,max soldiers: 10,min soldiers: 5,max archers: 10,min archers: 5,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 1,min troops: 1,max workers: 14,min workers: 5,max soldiers: 10,min soldiers: 5,max archers: 10,min archers: 5,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 0,min troops: 1,max workers: 14,min workers: 5,max soldiers: 10,min soldiers: 5,max archers: 10,min archers: 5,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 1,min troops: 1,max workers: 14,min workers: 6,max soldiers: 10,min soldiers: 5,max archers: 10,min archers: 5,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 0,min troops: 1,max workers: 14,min workers: 6,max soldiers: 10,min soldiers: 5,max archers: 10,min archers: 5,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 1,min troops: 1,max workers: 14,min workers: 4,max soldiers: 10,min soldiers: 5,max archers: 10,min archers: 5,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 0,min troops: 1,max workers: 14,min workers: 4,max soldiers: 10,min soldiers: 5,max archers: 10,min archers: 5,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 1,min troops: 1,max workers: 14,min workers: 4,max soldiers: 10,min soldiers: 5,max archers: 10,min archers: 5,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 0,min troops: 1,max workers: 14,min workers: 4,max soldiers: 10,min soldiers: 5,max archers: 10,min archers: 5,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 1,min troops: 1,max workers: 14,min workers: 4,max soldiers: 10,min soldiers: 5,max archers: 10,min archers: 5,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 0,min troops: 1,max workers: 14,min workers: 4,max soldiers: 10,min soldiers: 5,max archers: 10,min archers: 5,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 1,min troops: 1,max workers: 14,min workers: 3,max soldiers: 10,min soldiers: 5,max archers: 10,min archers: 5,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 0,min troops: 1,max workers: 14,min workers: 3,max soldiers: 10,min soldiers: 5,max archers: 10,min archers: 5,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 1,min troops: 1,max workers: 14,min workers: 4,max soldiers: 10,min soldiers: 5,max archers: 10,min archers: 5,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 0,min troops: 1,max workers: 14,min workers: 4,max soldiers: 10,min soldiers: 5,max archers: 10,min archers: 5,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 1,min troops: 1,max workers: 14,min workers: 4,max soldiers: 10,min soldiers: 5,max archers: 11,min archers: 5,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 0,min troops: 1,max workers: 14,min workers: 4,max soldiers: 10,min soldiers: 5,max archers: 11,min archers: 5,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 1,min troops: 1,max workers: 14,min workers: 4,max soldiers: 10,min soldiers: 5,max archers: 9,min archers: 5,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 0,min troops: 1,max workers: 14,min workers: 4,max soldiers: 10,min soldiers: 5,max archers: 9,min archers: 5,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 1,min troops: 1,max workers: 14,min workers: 4,max soldiers: 10,min soldiers: 5,max archers: 9,min archers: 5,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 0,min troops: 1,max workers: 14,min workers: 4,max soldiers: 10,min soldiers: 5,max archers: 9,min archers: 5,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 1,min troops: 1,max workers: 14,min workers: 4,max soldiers: 10,min soldiers: 5,max archers: 9,min archers: 5,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 0,min troops: 1,max workers: 14,min workers: 4,max soldiers: 10,min soldiers: 5,max archers: 9,min archers: 5,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 1,min troops: 1,max workers: 14,min workers: 4,max soldiers: 10,min soldiers: 5,max archers: 8,min archers: 5,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 0,min troops: 1,max workers: 14,min workers: 4,max soldiers: 10,min soldiers: 5,max archers: 8,min archers: 5,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 1,min troops: 1,max workers: 14,min workers: 4,max soldiers: 10,min soldiers: 5,max archers: 9,min archers: 5,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 0,min troops: 1,max workers: 14,min workers: 4,max soldiers: 10,min soldiers: 5,max archers: 9,min archers: 5,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 1,min troops: 1,max workers: 14,min workers: 4,max soldiers: 10,min soldiers: 5,max archers: 9,min archers: 6,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 0,min troops: 1,max workers: 14,min workers: 4,max soldiers: 10,min soldiers: 5,max archers: 9,min archers: 6,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 1,min troops: 1,max workers: 14,min workers: 4,max soldiers: 10,min soldiers: 5,max archers: 9,min archers: 4,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 0,min troops: 1,max workers: 14,min workers: 4,max soldiers: 10,min soldiers: 5,max archers: 9,min archers: 4,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 1,min troops: 1,max workers: 14,min workers: 4,max soldiers: 10,min soldiers: 5,max archers: 9,min archers: 4,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 0,min troops: 1,max workers: 14,min workers: 4,max soldiers: 10,min soldiers: 5,max archers: 9,min archers: 4,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 1,min troops: 1,max workers: 14,min workers: 4,max soldiers: 10,min soldiers: 5,max archers: 9,min archers: 4,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 0,min troops: 1,max workers: 14,min workers: 4,max soldiers: 10,min soldiers: 5,max archers: 9,min archers: 4,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 1,min troops: 1,max workers: 14,min workers: 4,max soldiers: 10,min soldiers: 5,max archers: 9,min archers: 3,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 0,min troops: 1,max workers: 14,min workers: 4,max soldiers: 10,min soldiers: 5,max archers: 9,min archers: 3,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 1,min troops: 1,max workers: 14,min workers: 4,max soldiers: 10,min soldiers: 5,max archers: 9,min archers: 4,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 0,min troops: 1,max workers: 14,min workers: 4,max soldiers: 10,min soldiers: 5,max archers: 9,min archers: 4,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 1,min troops: 1,max workers: 14,min workers: 4,max soldiers: 11,min soldiers: 5,max archers: 9,min archers: 4,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 0,min troops: 1,max workers: 14,min workers: 4,max soldiers: 11,min soldiers: 5,max archers: 9,min archers: 4,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 1,min troops: 1,max workers: 14,min workers: 4,max soldiers: 9,min soldiers: 5,max archers: 9,min archers: 4,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 0,min troops: 1,max workers: 14,min workers: 4,max soldiers: 9,min soldiers: 5,max archers: 9,min archers: 4,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 1,min troops: 1,max workers: 14,min workers: 4,max soldiers: 9,min soldiers: 5,max archers: 9,min archers: 4,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 0,min troops: 1,max workers: 14,min workers: 4,max soldiers: 9,min soldiers: 5,max archers: 9,min archers: 4,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 1,min troops: 1,max workers: 14,min workers: 4,max soldiers: 9,min soldiers: 5,max archers: 9,min archers: 4,max bases: 2,max barracks: 2,max refineries: 2,
round counter: 0,min troops: 1,max workers: 14,min workers: 4,max soldiers: 9,min soldiers: 5,max archers: 9,min archers: 4,max bases: 2,max barracks: 2,max refineries: 2,
